case	stub_va	table_va	table_delta	template_fn_va	fn_size	class_name	prop_members	fn_members
657	0x158b9c0	0x565d594	-67965328	0x1615c98	328	EquipmentForgeStashEquip	equipId;sellPriceModify;sourceType	
658	0x158b9cc	0x565d598	-67965316	0x1615e44	736	HeroComponentEquipmentForge	nextOptionId;equipForgeTotalCost;refreshCount;refreshGMCount;maxRefreshCount;includeTagDic;excludeTagDic	currentOption;currentOption
659	0x158b9d8	0x565d59c	-67965304	0x1616188	976	HeroComponentForge	nextStockInTime;stockInTime;stockInNumPerRound;residueUpRateTimes;sRankBoostTriggerTimes;totalForgeCost;singleCardNum;lightCardNum;darkCardNum;equipCardNum;coreCardNum;functionCardNum;forceForgeCoreTriggered	dodgeFilter;dodgeFilter
660	0x158b9e4	0x565d5a0	-67965292	0x16165bc	528	ActorComponentSelectHeroInteract	markHeroType	selectedHero;selectedHero
661	0x158b9f0	0x565d5a4	-67965280	0x1616830	1048	ActorComponentHeadbar	showRecentlyDamage;showAdditionalDisplay;headbarScale;changeFollowActorOffset;executeValue;forceShowExcuteIndicator;visiStack;stateIconShowing;leftVfxUniqueId;stateIconOffsetVisiTo;stateIconOffset;equipKillPercent;hideShoppingVfx;resourceBarColor;resourceBarProgress	changeFollowActor;changeFollowActor
662	0x158b9fc	0x565d5a8	-67965268	0x1616cac	292	EvacuateSearchData	id;position	
663	0x158ba08	0x565d5ac	-67965256	0x1616e34	328	ActorComponentEvacuateDepot	goldNum;equippingSlotCnt;backSlotCnt	
664	0x158ba14	0x565d5b0	-67965244	0x1616fe0	364	BonusFixValue	guid;subType;value;filterType	
665	0x158ba20	0x565d5b4	-67965232	0x16171b0	528	DelayDestroyStealInfo	startTime	target;target
666	0x158ba2c	0x565d5b8	-67965220	0x1617424	888	HeroComponentStealMgr	isStealSoul;isStealEquip;stealSkillType	stealTarget;stealTarget;proceedSkills;proceedSkills
667	0x158ba38	0x565d5bc	-67965208	0x1617800	688	HeroKilledSumData	fightAddExp;fightAddMoney;fightControlEnemyDuration;fightBeControlledDuration;fightDuration;fightExtraStatSnapshotValid;fightStartTotalExp;fightStartMoneyForShow;fightStartApplyControlBuffDuration;fightStartBeControlledDuration;fightStartTime;fightTotalBeControlledDuration;fightTotalControlledDuration	
668	0x158ba44	0x565d5c0	-67965196	0x1617b14	256	AssistSnapshot	assistRoleId	
669	0x158ba50	0x565d5c4	-67965184	0x1617c6c	608	KillAssistSnapshot	snapTime;killerRoleId;deadRoleId	assistSnapshots;assistSnapshots
670	0x158ba5c	0x565d5c8	-67965172	0x1617f30	1076	HeroComponentKillAssist	awardSegment;awardGold;surplusAwardGold;previousAwardSegment;awardGoldState;killAssistAwardGold;otherAwardGold;dieAwardGold;dieExtraAwardGold;curSPCamp;realAwardGold;lastDieLoseAwardGold;realExtraAwardGold;totalSkillUse;historyKillSnapshots;historyAssistSnapshots	damageToHeroInfoList;damageToHeroInfoList
671	0x158ba68	0x565d5cc	-67965160	0x16183c8	400	SkinResObject	iHeroID;iResVer;isReplaceResSplit;c4StatueResId;c4ChangeSkinResId	
672	0x158ba74	0x565d5d0	-67965148	0x16185bc	536	SkinBulletReplace	bulletId	actionInfo;actionInfo
673	0x158ba80	0x565d5d4	-67965136	0x1618838	284	SkinFlowReplace	actionInfos;replaceActions	
674	0x158ba8c	0x565d5d8	-67965124	0x16189b8	756	EffectGroupResObject		flowList;flowList;bulletList;bulletList
675	0x158ba98	0x565d5dc	-67965112	0x1618d10	888	HeroComponentSkin	skinID;skinIndex;bChangeSkinId	effectGroup;effectGroup;resSkin;resSkin
676	0x158baa4	0x565d5e0	-67965100	0x16190ec	328	EquipStatSellBackUp	equipId;statType;value	
677	0x158bab0	0x565d5e4	-67965088	0x1619298	364	EquipStatTransferRecord	fromEquipId;toEquipId;statType;value	
678	0x158babc	0x565d5e8	-67965076	0x1619468	328	EquipStatData	equipId;statType;statValue	
679	0x158bac8	0x565d5ec	-67965064	0x1619614	328	EquipPurchaseCD	equipID;remainCD;bagId_Or_onlyId	
680	0x158bad4	0x565d5f0	-67965052	0x16197c0	364	EquipBoxData	groupId;equipBoxId;quality;awardEquipId	
681	0x158bae0	0x565d5f4	-67965040	0x1619990	328	DynamicBattleEquipAttr	type;value;baseValue	
682	0x158baec	0x565d5f8	-67965028	0x1619b3c	292	EquipSlot	equipID;isLock	
683	0x158baf8	0x565d5fc	-67965016	0x1619cc4	904	HeroComponentEquipment	isEquipReplacing;processSeqId;shopOutsideSpringType;shopOutsideSpringEnbaledEquipTypes;activeZombieBuyEquip;notToEquipSlotSize;purchaseLevel;banItemType;banItemQuality;enableBanRule;shopPlanID;sellActiveEquipSkillId;commonIdsCapacity;crShopExp;crShopLevel;crLastChooseCnt;s1;s2;supportEquipPurchased	
684	0x158bb04	0x565d600	-67965004	0x161a0b0	328	SkillLvUpRule	seqID;ruleID;heroLv	
685	0x158bb10	0x565d604	-67964992	0x161a25c	436	HeroLvExpData	seqID;heroLvExpKey;level;lvUpExp;killExp;growthAttrFix	
686	0x158bb1c	0x565d608	-67964980	0x161a474	836	HeroComponentLevelMgr_DC	maxHeroLv;skillLvRuleMaxHeroLv	lvExpResDic;lvExpResDic;skillLvUpRuleDic;skillLvUpRuleDic
687	0x158bb28	0x565d60c	-67964968	0x161a81c	536	HeroComponentLevelMgr	upNeedExp	__DC;__DC
688	0x158bb34	0x565d610	-67964956	0x161aa98	1096	HeroComponentPlayerCtrl	isAutoFindPathMoving;isForceMoveStart;isSwitchCtrlObject;isSkillCtrlObject;lastMoveFrame;lastReceiveSkillFrame;lastResponseForward;controllLocalOffset;isForbidCameraFollow	controlObject;controlObject;globalOpRes;globalOpRes
689	0x158bb40	0x565d614	-67964944	0x161af44	None	BattleHero		playerCtrl;playerCtrl;levelMgr;levelMgr;equipBag;equipBag;skin;skin;killAssist;killAssist;stealMgr;stealMgr;moveStateMgr;moveStateMgr;afkMgr;afkMgr
690	0x158bb4c	0x565d618	-67964932	0x161c65c	2112	BattlePlayer	idx;groupId;aiTag;isOffline;isFastForwarding;notAutoIncMoney;notAutoIncExp;wait2liveNeedGc;isHeroBorned;isWait2Live;isWaitDestroy;isCheckReviveTime;heroID;skinID;timeToReborn;roleId;shortRoleId;totalCollectMoney;money;credit;targetReviveTime;lastDiedTime;reviveTime;hero;isReplaceHeroHeadIcon;recvInputTime;originHero;isUsingPreRoundHero;heroCounter;enableAutoBuyEquip;isAIPlayer;lastRequestRecommendEquipTime;rebornSpecialType;ignoreStatistics;ignoreSkillSearch;ignoreUISearch;farmTotalCollectMoney	team;team;extraHeroInfos;extraHeroInfos
691	0x158bb58	0x565d61c	-67964920	0x161cf00	436	MoveToProxy	destination0;destination1;lastArrivedDestination;lastArrivedDestinationFrame;lastMoveStopFrame;lastPositionSaltationFrame	
692	0x158bb64	0x565d620	-67964908	0x161d118	484	MovementPattern		movement;movement
693	0x158bb70	0x565d624	-67964896	0x161d360	484	MovementSystem		currentPatterns;currentPatterns
694	0x158bb7c	0x565d628	-67964884	0x161d5a8	868	ActorComponentMovement	isMoveInput;isMoveRotateState;bEnableLog;moveDestination;nextDestination;lastCorrectedInput;lastMoveForward;previousMoveForward;correctMoveForward;_joystickInput;_lastJoystickInput;skillForward;skillFPForwardType;moveFrameCount;lastManualTickFrameCount;forceStationaryMovable;ignoreModActorSpeed;isIgnoreSdfCollision	
695	0x158bb88	0x565d62c	-67964872	0x161d970	None	UniversalOperateResObject	iPreviousLocationAnchorVelocity;iPreviousLocationAnchorRange;iCameraOffsetDrag;iCameraOffsetMomentum;iFocusPointResetDelay;iCamAimDrag;iCamAimMomentum;iCamAimP2_Y;iCamAimP2_X;iCamAimP1_Y;iCamAimP1_X;iCamAimMaxVelocity;iCamAimMinVelocity;iChampionMoveScale;iOnCameraTarget;iAnchorLifespan;iCameraAnchorsDisplay;iPreviousLocationAnchorCombatVelocity;iExitCameraAreaTimer;iPanAreaMin_W;iPanAreaMax_W;iCameraFramingHeightPoint;iPanArea_Circular;iAimAnchorRange;iAimAnchorEnemyNearVelocity;iAimAnchorVelocity;iCameraJumpDistance;iAimAnchorMoveScale;iEnemyNearDelay;iOutOfCombatDelay;iItemShop;iDetectingWideEnemySpread;iAimAnchor;iCustomPanAreaDisplay;iPanAreaMaxDisplay;iPanAreaMinDisplay;iCameraPanScale;iPanAreaMax_H;iPanAreaMin_H;iCameraFramingHeight_Baron;iExitCameraArea_Height;iCamPosInterpMaxDistance;iCameraDrag;iCameraMomentum;iBaseJungleCamera;iCameraNormalHeightJungle;iCameraMaxHeightJungle;iCameraMinHeightJungle;iCameraNormalHeightBase;iCameraMaxHeightBase;iCameraMinHeightBase;iFrameOutOfCombatEnemyChamp;iFrameEpicMonsters;iFrameTowers;iFrameAllies;iFrameEnemies;iCurrentCameraBoundaryDisplay;iCameraNormalHeight;iCameraMaxHeight;iMonsterTargetUpdateTick;iExitCameraArea_Width;iDelayBeforeDeleash;iCameraOffsetType	
696	0x158bb94	0x565d630	-67964860	0x16202c4	916	AttackStateLogic	_isStateOn;startFrameCount;frameRate;state	actor;actor;resUniOperate;resUniOperate
697	0x158bba0	0x565d634	-67964848	0x16206bc	256	ActorComponentAttackStateMgr	isGmAutoAttack	
698	0x158bbac	0x565d638	-67964836	0x1620814	724	HeroHurtedInfo	isHero;actorResID;teamCamp;hurtTime;durationTime;hurtVal;buffID;buffObjID;oriSkillID;damageType;rawValueForAnalysis;absorbValue;isLeaveFight;isKillHurtInfo	
699	0x158bbb8	0x565d63c	-67964824	0x1620b4c	436	SkillHurtInfo	isKillSkill;actorResID;oriSkillID;totalHurtVal;totalAbsorbVal;totalRawHurtForAnalysis	
700	0x158bbc4	0x565d640	-67964812	0x1620d64	436	KillAssistInfo	isKiller;isHero;actorResID;teamCamp;totalHurtVal;timeFromEarliestHurtToDeath	
701	0x158bbd0	0x565d644	-67964800	0x1620f7c	1556	ActorComponentKillAssist	contDieTimes;totalKill;totalDie;totalAssistants;totalTower;totalSoldiers;maxAccKills;killsWhenLive;magiclHurt;totalSuffer;totalHurt;realHurt;phyHurt;_killCaster	SkillUseCount;SkillUseCount;hurtedInfoList;hurtedInfoList;lastBerserkGiver;lastBerserkGiver
702	0x158bbdc	0x565d648	-67964788	0x16215f4	580	BattleVehicle	driverActor;curState	killAssist;killAssist
703	0x158bbe8	0x565d64c	-67964776	0x162189c	652	ActorComponentRide	mountsActor;driverActor;isRiding;isBeRiding	vehicleActor;vehicleActor
704	0x158bbf4	0x565d650	-67964764	0x1621b8c	328	ActorComponentTrait_TraitData	resId;quality;progress	
705	0x158bc00	0x565d654	-67964752	0x1621d38	256	ActorComponentTrait	commonProgress	
706	0x158bc0c	0x565d658	-67964740	0x1621e90	428	ActorCfgDataMgr	changedModel;dcID;isChangeInherit;jointsOffset;cfgData;originData	
707	0x158bc18	0x565d65c	-67964728	0x16220a0	320	ActorCfgData_MotionData	blendTreeName;motionName;threshold	
708	0x158bc24	0x565d660	-67964716	0x1622244	756	ActorCfgData_MotionDataList		blendName;blendName;motionDatas;motionDatas
709	0x158bc30	0x565d664	-67964704	0x162259c	564	ActorCfgData_JointVec	frameIdx;pos	jointName;jointName
710	0x158bc3c	0x565d668	-67964692	0x1622834	808	ActorCfgData_FrameJointData	sampleFrameRate	aniName;aniName;points;points
711	0x158bc48	0x565d66c	-67964680	0x1622bc0	756	ActorCfgData_ActorAniJointCfg		jointDatas;jointDatas;aniBlendDatas;aniBlendDatas
712	0x158bc54	0x565d670	-67964668	0x1622f18	292	ActorCfgData_ActorJointNode	fixPosition;fixRotation	
713	0x158bc60	0x565d674	-67964656	0x16230a0	756	ActorCfgData_ActorJoint		joints;joints;jointGroups;jointGroups
714	0x158bc6c	0x565d678	-67964644	0x16233f8	536	ActorCfgData	block	aniCfg;aniCfg
715	0x158bc78	0x565d67c	-67964632	0x1623674	868	HeroBaseAttrData	seqID;heroBaseAttrKey;heroId;vision;expShareRadius;warnRadius;attackValueBase;spellPowerBase;hpBase;mpBase;armorBase;spellResistBase;hpRecoverBase;mpRecoverBase;attackSpeedBase;speedBase;criDamageRateBase;requiredAttr	
716	0x158bc84	0x565d680	-67964620	0x1623a3c	520	VehicleResObject	bTraceToDriver;headIcon;modelPath;headBar;speed;lifeTime;bornFlow;dieFlow;idleFlow	
717	0x158bc90	0x565d684	-67964608	0x1623ca8	256	VirtualSkillAssetObject	resID	
718	0x158bc9c	0x565d688	-67964596	0x1623e00	328	SkillStrengthenWeightQualityConfig	whiteWeightValue;blueWeightValue;purpleWeightValue	
719	0x158bca8	0x565d68c	-67964584	0x1623fac	364	SkillGemParamBaseConfig	defineParam;paramType;paramId;tipIndex	
720	0x158bcb4	0x565d690	-67964572	0x162417c	808	ReplaceCommonGemCategoryConfig	bReplaceParam	asset;asset;weightConfig;weightConfig
721	0x158bcc0	0x565d694	-67964560	0x1624508	464	VirtualChampionResObject	tomatoNormalSkillVirtualSkillAssetObject;tomatoUltSkillVirtualSkillAssetObject;tomatoMagType;tomatoReloadType;tomatoMagSize;tomatoMagReloadTime;tomatoBulletReloadTime	
722	0x158bccc	0x565d698	-67964548	0x162473c	508	CustomVariable	id;variableType;initialValue;assetResId;possessTransfer;isActorVar;reflectTransfer;sylasRTransfer	
723	0x158bcd8	0x565d69c	-67964536	0x162499c	600	MarkResObject	maxStack;stackReduceTimeF;autoStackTimeF	durtaionF;durtaionF
724	0x158bce4	0x565d6a0	-67964524	0x1624c58	284	LegoClipNameResObject	name;clipName	
725	0x158bcf0	0x565d6a4	-67964512	0x1624dd8	472	MvpScoreInfo	scoreFactorType;modeID;factor;coreMvpScore;shieldMvpScore;assistMvpScore;conventionFactor	
726	0x158bcfc	0x565d6a8	-67964500	0x1625014	536	CustomEvent	id	vars;vars
727	0x158bd08	0x565d6ac	-67964488	0x1625290	256	SkinAssetObject	resID	
728	0x158bd14	0x565d6b0	-67964476	0x16253e8	256	HeroVariantSkill	relatedSkills	
729	0x158bd20	0x565d6b4	-67964464	0x1625540	292	HeroSkill	maxLevel;slotIndex	
730	0x158bd2c	0x565d6b8	-67964452	0x16256c8	256	RuneAssetObject	resID	
731	0x158bd38	0x565d6bc	-67964440	0x1625820	2076	ChampionResObject	defaultUnlock;shared;aiSelactable;disableLiteFlowCut;bVariantAttackAssistEx;resourceRegenF;turningSpeedF;collisionBoxRadiusF;skillLevelUpRule;vfxScalingF;unitScaling;gamePointMultiple;resourceMaxValueF;bodySizeF;vfxOffset;assistUseDuration;attackType;championType;resourceType;championFlag;matchModleDamageFix;matchModleBeDamageFix;matchModleShieldingDoneReduced;matchModleHealingDoneReduced;percentageBeDamageFix;hpRateHurtMax;matchModeMpOrEnergyFix;matchModeAttackSpeedFix;matchModeSkillCdFix;matchModeTenacityFix;matchModeBasicAttackSpeedGrowthFix;matchModeExtraMoveSpeedFix;mvpAddScoreValue;ffaAddScoreValue;npcCtrl;isHadDisplayScorePanelBuff	aiFilePath;aiFilePath;displayScorePanelBuff;displayScorePanelBuff
732	0x158bd44	0x565d6c0	-67964428	0x16260a0	756	MonsterStageBuffApplyNode		buffAsset;buffAsset;skillAsset;skillAsset
733	0x158bd50	0x565d6c4	-67964416	0x16263f8	564	MonsterStageBuffRemoveNode	removeType;param	buffAsset;buffAsset
734	0x158bd5c	0x565d6c8	-67964404	0x1626690	528	MonsterStageResObject	switchGrowthConfig	name;name
735	0x158bd68	0x565d6cc	-67964392	0x1626904	256	MonsterBehaviorGroupAssetObject	resID	
736	0x158bd74	0x565d6d0	-67964380	0x1626a5c	400	MonsterBehaviorFSMResObject	searchEnemyRadius;hatredEnemyRadius;forceTargetMaxDuration;forceTargetMaxDistance;callForHelpRadius	
737	0x158bd80	0x565d6d4	-67964368	0x1626c50	256	MonsterLevelVarResObject	monsterVarType	
738	0x158bd8c	0x565d6d8	-67964356	0x1626da8	292	MonsterAttrGrowth	attrType;attrValue	
739	0x158bd98	0x565d6dc	-67964344	0x1626f30	616	MonsterGrowthResObject	modeId;monsterId;growType;lineFilter;growStartTime;growInterval;maxGrowCount;moneyGrowth;expGrowth;damageMinionGrowth;damageBuildingGrowth	
740	0x158bda4	0x565d6e0	-67964332	0x16271fc	256	MonsterSkillInfo	maxLevel	
741	0x158bdb0	0x565d6e4	-67964320	0x1627354	256	BuffTipsInfo	displayType	
742	0x158bdbc	0x565d6e8	-67964308	0x16274ac	292	EffectResObject	effectType;filter	
743	0x158bdc8	0x565d6ec	-67964296	0x1627634	484	BuffLevelData	isAutoHurtOriSkill;duration;cd;limitTargetCountVar;effectInterval;maxEffectTimesVar;effectDelayTime;disappearEffect	
744	0x158bdd4	0x565d6f0	-67964284	0x162787c	None	BuffResObject	maxLevel;removeUponFakeDeath;notRemoveUponDeath;notRemoveAniWhenFakeDeath;keepUponDeadToZombie;isTerrainWallDisplay;hideHudProgressBar;markStyle;displayPriority;uiHeadBarType;filter;ownerSkill;groupPriority;groupID;autoStackTimeF;autoStackStep;stackCount;stackReduceTimeF;stackReduceStep;isSpecialParseDesc;hudTextPriority;ignoreTenacity;ignoreKnockTenacity;exposedVisualField;removeWhenGiverDie;displayType;buffType;roundChangeRemoveType;buffOptTypeWhenRide;needCloneBuff;stackType;endOfTheDelay;buffInjuryInterval;mergeType;isUniqueSkillGuid;possessionTransfer;possessionFinishRemoveType;flyTextVisibility;enterFightType;isRedBorder;isUseFlyTextCurve;isPassive;isCdBuff;isHexCdBuff;isAINeddBuff;passiveMoveCanAffectFlowSpeed;assistKillFlag;executePercent;executeDisplayPercent	skillVarAsset;skillVarAsset;compAsset;compAsset
745	0x158bde0	0x565d6f4	-67964272	0x16283f8	328	MonsterDrop	para;type;target	
746	0x158bdec	0x565d6f8	-67964260	0x16285a4	292	MonsterVarUnite	monsterId;monsterVarType	
747	0x158bdf8	0x565d6fc	-67964248	0x162872c	256	Fix64MonsterVarUnite	value	
748	0x158be04	0x565d700	-67964236	0x1628884	None	MonsterResObject	ignoreTerrain;useReborn;ignoreGrass;collisionCheckBlock;grassVisibleFlag;grassEyesOffset;spellAreaAnchorFlag;ignoreDeadSkillOnSuicide;isNeedHatredFsm;aiCtrl;bCopyParentSlot;npcCtrl;emptyActorUsage;warnRadiusF;attackF;attack;magicF;armoredValueF;armoredValue;targetValidRadiusF;magicDefF;magicDef;speedMaxF;lifeTimeF;lifeTime;visionAngle;hpRecoverSpeedF;expShareRadiusF;maxLifeTimeF;deadlineForSuicide;iconType;visionF;hpRecoverInterval;bodySizeF;hitNum;trapRadiusF;isAttackStateReload;possessionFinishDie;exposedVisualField;nameID;descID;groupID;selfFactor;targetRingFactorF;summonedType;nextTargetEffectFactor;money;exp;selectType;vfxScaleParamF;radiusF;chaseRadiusF;hpMaxF;hpMax;turnSpeedF;monsterType	aiFilePath;aiFilePath
749	0x158be10	0x565d704	-67964224	0x16299a0	None	ActorRes	requiredMainAttrType;chRevivable;attackType;chAiCtrl;chIgnoreDeadSkillOnSuicide;iIgnoreBlock;iIgnoreGrass;iCollisionCheckBlock;iID;iMagicBase;iRadius;iAttackSpeedBase;iVisionAngle;iAttackBase;iTurnSpeed;iMagicDefBase;iBodySize;iVision;iMPBase;iTalentSkill;iSpeedBase;iArmorBase;iBornSkill;iDescID;iExpShareRadius;iDeadSkill;iHPBase;iLifeTime;iMaxLifeTime;deadlineForSuicide;iHPRecoverInterval;iHPRecoverBase;trapRadius;iCriDamageRateBase;iHPRecoverSpeed;iTargetValidRadius;iNextTargetEffectFactor;iChaseRadius;hitNum;iAttackSkill;iSelfFactor;iWarnRadius;iSelectType;iExp;iMoney;iVfxScaleParam;iMPRecoverBase;vfxOffset;chDisplayHpBar;chLifeTimeType;chMonsterSubType;chMonsterType;chAttrInheritType	resMonster;resMonster
750	0x158be1c	0x565d708	-67964212	0x162aa20	556	BattleActor_DC	cfgData;originData	name;name
751	0x158be28	0x565d70c	-67964200	0x162acb0	484	MultiSkillHurtInfoSkillRef		skillUseObj;skillUseObj
752	0x158be34	0x565d710	-67964188	0x162aef8	528	MultiSkillObjCacheInfo	addFrame	skillObjs;skillObjs
753	0x158be40	0x565d714	-67964176	0x162b16c	256	MultiSkillGroupInfo	groupInterval	
754	0x158be4c	0x565d718	-67964164	0x162b2c4	328	MultiSkillHurtInfo	lastHitGuid;timeFlag;interval	
755	0x158be58	0x565d71c	-67964152	0x162b470	1028	ActorComponentMultiSkillHurtLimit		hurtInfoDict;hurtInfoDict;groupInfos;groupInfos;cacheSkillObjInfos;cacheSkillObjInfos
756	0x158be64	0x565d720	-67964140	0x162b8d8	472	AttackerRecord	objId;latestTime;hurtTime;hurtValue;skillID;skillType;skillFuncType	
757	0x158be70	0x565d724	-67964128	0x162bb14	536	HatredState	stateId	actor;actor
758	0x158be7c	0x565d728	-67964116	0x162bd90	800	HatredStateFSM	isOutLeashZone	actor;actor;currentState;currentState
759	0x158be88	0x565d72c	-67964104	0x162c114	536	ActorComponentHatred	latestHurtTime	diveTower;diveTower
760	0x158be94	0x565d730	-67964092	0x162c390	256	CollisionTriggerCondition	inverte	
761	0x158bea0	0x565d734	-67964080	0x162c4e8	364	ActorCollisionBoxInfo	guid;targetRadius;deltaRadius;currentRadius	
762	0x158beac	0x565d738	-67964068	0x162c6b8	1016	BulletTrackAngularComponent	angularSpeed;angularAccSpeed;angleThreshold;distanceThreshold;approachFactor;originTrajectoryType;allowFinalTrace	bullet;bullet;moveTarget;moveTarget
763	0x158beb8	0x565d73c	-67964056	0x162cb14	364	TrackPosParam	x;y;z;distance	
764	0x158bec4	0x565d740	-67964044	0x162cce4	None	BulletMovementComponent	overstepTheDoor;detectIgnoreGate;addLiteFowCutSyncRef;checkDistanceLimitArrived;distanceLimitArrived;parabolaTrack;overstepTheBattleEvent;overstepTheMapEvent;setFinishWhenArrived;dontFinishWhenHit;updateBulletSpeed;useMaxDistance;changeCurveAmplitude;setTrailingVFXRotation;curvePositionNeedPreVisi;curveID;mixCurveID;yCurveID;currentTrackPosIndex;circularArcAngle;initPosition;elapsedTimeChgTime;elapsedTimeLastChg;minElapsedTime;hitSceneType;checkObstruct;checkTerrainWall;maxElapsedTime;curve;curveMix;curveY;checkDistanceMovedArrived;distanceMoved;totalDistance;totalTime;approachFactor;distanceThreshold;angleThreshold;angularAccSpeed;curAngularSpeed;angularSpeed;circleRadius;baseCircleRadius;currentCircleAngle;velocity;initialVerticalSpeed;emitDir;circumvolantAxis;curveType	circumvolantTarget;circumvolantTarget;bullet;bullet
765	0x158bed0	0x565d744	-67964032	0x162d830	328	BulletRender	scale;ignoreScaleVisi;isRenderVisable	
766	0x158bedc	0x565d748	-67964020	0x162d9dc	996	BulletGroup	skillUseGuid;groupId;refCount;objId;reflectSourceObjId;isPrecalCritByGroup	hitedActorDic;hitedActorDic;preCalcCriEffectList;preCalcCriEffectList
767	0x158bee8	0x565d74c	-67964008	0x162de24	484	SharedBullet		rawValue;rawValue
768	0x158bef4	0x565d750	-67963996	0x162e06c	668	BulletFlow	stopBulletOnFlowLeave;firstTickDeltaTime;bulletTarget;bulletCaster;bulletHiter	shareBullet;shareBullet
769	0x158bf00	0x565d754	-67963984	0x162e36c	564	BlockActorItem	filterType;battleActorId	battleActor;battleActor
770	0x158bf0c	0x565d758	-67963972	0x162e604	364	BlockShapeBase	center;rotation;aabb;isReflectBlock	
771	0x158bf18	0x565d75c	-67963960	0x162e7d4	536	BlockComponentShape	lastSyncId	shape;shape
772	0x158bf24	0x565d760	-67963948	0x162ea50	616	BattleBlock	filterID;ignoreBulletBeginBlock;isUsingCompleteCheckAtFirst	shapeComponent;shapeComponent
773	0x158bf30	0x565d764	-67963936	0x162ed1c	None	BulletResObject	useBulletVisionRule;useShapeVision;useAppearExposeVision;useHitVision;ignoreParry;ignoreTargetRadius;vfxUseVisiHitPosition;vfxHitEffectOnTheGround;vfxHitUseBulletTowards;vfxForceRotateToForward;vfxIgnoreRotation;useSkillDistanceLimit;vfxAttachParent;showInFog;showWithActorVisable;sightIgnoreBlock;hitScreenShake;showSkinHitAudio;displayInMinMap;isHorizontalSpeed;borderCheck;hitByDistanceSort;audioDisMod;checkObstruct;checkTerrainWall;overrideSetting;destroyTileTypeFlag;overridePenetrate;penetrateTileTypeFlag;hitTimesLimit;hitFinishActorCount;visibilityChangesLatencyTime;vfxHitEffectDuration;viewRadius;hitExpirationTime;distanceLimit;distancWithSkillChange;aliveTime;speed;vfxTrailingDelayDeleteTime;unInitPosWhenSameFrame;fowFadeTime;viewPrecomputedTime;acceleration;shapeParam2;shapeParam1;bulletFadeInTime;delayDeleteTime;hitVisionTime;vfxChromaLuminanceMul;hitSceneHandler;detectBlockUseHitFilter;shape;onlyShowToCaster;fixedForwardY;ignoreHitActorDirCheck;isImmortal;openFirstTickCheck;openVisiDistanceLimit;ignoreLevelRuleFix;realmFollowType;ignoreSpeedScale;waitEnterFieldFrame	
774	0x158bf3c	0x565d768	-67963924	0x162f8a0	484	Bullet_DC		res;res
775	0x158bf48	0x565d76c	-67963912	0x162fae8	292	EffectFlags	assignType;useSkillLevel	
776	0x158bf54	0x565d770	-67963900	0x162fc70	256	BulletDetectionComponent	dectctionType	
777	0x158bf60	0x565d774	-67963888	0x162fdc8	1024	BulletComponentControl	minTurnSpeed;maxTurnSpeed;isUpdateSpeed;minTurnSpeedVar;maxTurnSpeedVar;maxAngle;curAngle;initForward;targetForward;isCaculateIndicatorForward;currentIndicatorShowForward;canHandleWhenFakeDie;turnDirSign;maxRotateZ;rotateZSpeed	bullet;bullet
778	0x158bf6c	0x565d778	-67963876	0x163022c	528	BulletFowComponent	visionRadius	bullet;bullet
779	0x158bf78	0x565d77c	-67963864	0x16304a0	292	SkillUseIgnoreInfo	ignoreCastTime;ignoreAudio	
780	0x158bf84	0x565d780	-67963852	0x1630628	292	PreCalcCritEffectData	buffID;effectIdx	
781	0x158bf90	0x565d784	-67963840	0x16307b0	292	SkillMultiHitLimitData	gemCategoryId;multiHitRuleType	
782	0x158bf9c	0x565d788	-67963828	0x1630938	364	SkillConfigOverride	overrideIsAoeSkill;isAoeSkill;overrideIsBulletSkill;isBulletSkill	
783	0x158bfa8	0x565d78c	-67963816	0x1630b08	328	FilterEntry_FilterTags	tagId;checkHasTag;op	
784	0x158bfb4	0x565d790	-67963804	0x1630cb4	364	FilterEntry_FilterActorCamp	actorType;actorSubType;camp;op	
785	0x158bfc0	0x565d794	-67963792	0x1630e84	328	FilterEntry_FilterBuffEffectType	checkHasBuff;buffEffectType;op	
786	0x158bfcc	0x565d798	-67963780	0x1631030	328	FilterEntry_FilterBuffType	checkHasBuff;buffType;op	
787	0x158bfd8	0x565d79c	-67963768	0x16311dc	364	FilterEntry_FilterBuffCond	checkBuffGiver;checkHasBuff;buffId;op	
788	0x158bfe4	0x565d7a0	-67963756	0x16313ac	1768	FilterEntry	resID;filter;EpicMonsterMask;includeResID;excludeResID	buffConds;buffConds;buffTypes;buffTypes;buffEffectTypes;buffEffectTypes;actorCamps;actorCamps;tags;tags
